input	target
@USER @USER @USER All I see are lemmings	0
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER pretty much spot on there	0
@USER Liberals and conservatives judge eachother on the actions of their worst characters. Liberals have in large quantities showcased a blatant hypocrisy today that will allow more people to write their ideas off because of the hypocrisy.	0
@USER @USER What Williams d was take away the attn from a tennis player who won &amp; should have been in spotlight &amp; not Williams.	0
#brexit How can @USER make a deal with the EU when the @USER is split in 2. But even @USER is not 100 % brexit or #remain.	0
@USER @USER Then we'll be talking about gun control! 😉	0
@USER is advocating for conduct within bounds of Human Rights but can the terrorists can be categorized as Human? They kill people mostly innocent just like berserk wild beasts. Even wild beasts kill only when hungry. So I feel that the Indian Army who are doing greatly. URL	1
@USER Put your gun control policy on your website.	0
"REPORT: Christine Blasey Ford ‘prepared to testify’ — but there are some catches""  URL #TCOT #MAGA #RedNationRising"""	0
@USER When is LVMPD and MGM going to be held accountable for #VegasShooting and it's subsequent coverup &amp; knee jerk Gun Control? Anyone else find it curious that the first surveillance video released by MGM was in an exclusive to the New York Times ?	0
@USER I can't believe Twitter would ever target Conservatives...🙄	0
@USER @USER Probably really had more to do with Rubio.	0
"@USER Ok - you hear about the superman"" thing all the time. And you are certainly busy, but, this could be an EXCELLENT opportunity to step in, in the movies for him as Cavill is steping down!:  URL"	0
@USER 😂 a What? You are Better then a futanary Work! You are real!	0
@USER @USER Course it has son 😉😉👍	0
@USER Gabole negatif thinking dong	0
@USER Yeah and....what’s the point of this article? Trying to demonize him for meeting with lawyers? He has a right to defend his character. He also has the right to file a defamation of character case against this woman and Sen. Feinstein. Democrats/liberals are pathetic. #Ridiculous	1
@USER Better take an extra antidepressant Cher it’s a done deal. 🇺🇸	1
@USER @USER @USER @USER YEEEEESS	0
"@USER @USER @USER Liberals today R VERY different from Classical Liberals. Liberals today have gone so far left they R Marxists. You're burying your head in the sand if you think neo &amp; classical Libs are the same. Trump is so authoritarian"" people can say what they want about him &amp; not be killed."""	1
@USER Can’t she appeal. ? This is all kinds of wrong . If I were ES@USER would beat the sh** out of her.	1
@USER Another typical liberal who espouses  gun control but uses hate and bullying.	1
@USER @USER @USER @USER @USER @USER I have. He is desperate to see what I'm saying and report me. Shame as he usually says nothing. Another antifa pussy no doubt	1
@USER @USER Best female  tennis player ever? Arguably. Great player. She is starting to age and become less unbeatable.	0
@USER You are here	0
@USER @USER Apparently Twitter didn’t like your Ellison post. Screen capped anyways and will post elsewhere.. #MAGA	0
@USER Agree #transparency #ReleaseTheDocuments #MAGA	0
@USER and if you're in ANTIFA you are one of them shit for brains. Here worship your queen she needs her toe cheese licked out. URL	1
@USER @USER @USER @USER He is the lord.	0
@USER Have the vote.  Enough delay tactics.  This is an allegation.  He is not convicted.	0
@USER @USER @USER How do you come up with all these lies. You have not done a thing as far as gun control. Open your eyes Obama your hero had 8 years in office. All your doing is sucking around for the last minute vote.	1
Trump is what we need #MAGA	0
@USER @USER @USER @USER ☝️ this is why Conservatives and law abiding citizens don't come to the table about gun control. It not about lunatics like this guy that should no longer own weapons. Its about removing all guns slowly but surely from everyone regardless of who they are. URL	1
@USER BS has no clue what comming out her mouth.WRONG	0
***Non-Union Submissions*** Alex is currently taking submissions for a show working tomorrow in Long Beach. She is looking for MALES who appear to be African-American or Hispanic looking and can portray... URL	0
"@USER We as conservatives must join the fight against Transphobia"" -National Review, 2020"""	0
@USER Hell no#MAGA 🇺🇸🇺🇸🇺🇸🇺🇸	0
@USER Fresh boy think he is strong 😂	0
@USER So you are OK with Boris Johnson having to have police protection from Antifa/Momentum then? Tories are clearly scared of @USER because the Tories know they are not delivering the Brexit that 17.4 million people voted for. Shame Tories do not condemn Antifa.	0
@USER No reporting on the death threats faced by Kavanaugh or ANY conservatives huh?	0
@USER @USER Everytime she opens her mouth more idiocy comes out of it...She is an embarrassment... but then she is a Clinton...	0
@USER Lol did you just do the trump very fine people on both sides? Antifa punches Nazis. Don’t want to be punched? Don’t be nazis oh whaooaaaaa so crazy. OTOH Nazis are literally murdering folks and trying to bomb shit soooo yeah. You’re just a right wing dupe. Sorry that’s the case.	1
@USER So true...she is so busy pointing the finger she forgot what's important!	0
@USER I remember how much we were making fun of conservatives in the 90s for thinking that puppets were gay... Now people are upset because they're not gay... PBS needs to put on a documentary teaching people how puppets are made...	1
@USER Can’t we send this pig back to Canada. He’s an animal.	1
@USER ...but liberals want gun control and gun free zones.	0
If the statement was so immediate why did the GOP have a letter with 65 signatures. Think they collected that in a day? #maga URL	0
@USER You don’t agree sexual assault is more serious than marijuana use? How many “baseless” allegations are supported by therapist corroboration 6 years beforehand? There’s evidence and conservatives are afraid investigation would make it more convincing.	1
@USER @USER is a lefty globalist.  #NoOneCares	0
@USER The merged with Antifa 😉	0
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Some volient actions are done to defend one self. Antifa goal is to stop bank monopoles on our nations.	0
@USER The reason you don’t have a wife is because you are an ass.	1
@USER @USER 3 years mate!!!	0
@USER @USER @USER @USER Like no one has ever crossed the floor to the liberals. #Hypocrite	0
@USER If I’m not mistaken they were the only affiliate to not be resigned to the Pirates system	0
@USER he is doing it to everyone he don’t like	0
@USER @USER He is a genius!	0
@USER @USER @USER @USER @USER These are policy issues where actual data applies. Obviously you are not familiar with the massive health care crises that existed before it was legal. Look into the uncontroversial (7-2) Roe decision and the Scotus statements regarding what made it so.	0
@USER @USER @USER Any updates re ending your blatant #racism as #Windrush &amp; #Grenfell proves you are  @USER @USER #alloutpolitics #politicslive #PMQs @USER URL	0
@USER Let’s Geaux Tigers! Prove yourselves you are worthy! Show the Nation ! 🐯	0
#MaxineWaters: #Trump ‘Has Displayed the Most Despicable Behavior That Any Human Being Could Do’ URL #MAGA	1
@USER Yeah ... as if when a lady stranger randomly walks into your home the first thing you think to do is obey her verbal commands....  Sounds like she is trying to blame HIM for his own murder.  Unbelievable.	0
@USER @USER @USER False. They have not released the names of the 13 Russians yet	0
"@USER Between that and antifa claiming territory"" like a gang and beating up that vet, the American left just can't stop shooting itself in the foot"""	0
@USER Looks Like The Jokes On Liberals Again.  #FortTrump #Poland #BoomingEconomy URL	0
@USER Bono is a fakir. Always sticking his hand out for someone else’s buck. May it be his concerts. Tax evasion. Lecturing america on Africa. Never has he put his own money up.	1
@USER Remember Tina. You can always sleep when you are dead! URL	0
@USER So you are advocating for a 35-person debate or what?	0
12: mysterious and I still think you are😂	0
@USER @USER Kerry needs prosecuted for colluding with Iran. This needs to be done quickly. Revoke his security clearance &amp; remove his passport. He is a traitor--always has been!	1
@USER Why must liberals insert agendas into everything?	0
@USER @USER @USER @USER Republicans don't believe in expanding government. Conservatives want to shrink government.... you are a fake conservative....you are a treasonous fraud.... enjoy Russia	0
@USER The war on free speech = ANTIFA URL	0
"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER don't get the right vibe yet it feels like too few are in uproar"" It's because too few are affected as yet. Wait untill 6million+ inc those in Full time work but claiming HB or Tax Credits are subject to UC's Owellian total controll. Will be Armageddon that sinks @USER"	0
@USER What are you doing Joe? I swear it seems like he is doing this shit intentionally to show us fans up or put us in the hospital for heart attacks. #EverybodyIn @USER	1
@USER President Trump is keepinghis promises but this is the real reason he is hated. URL	1
@USER You are not a failure and an inspiration to other people	0
@USER @USER @USER @USER So let me get this right.  Mogg is attacked and you are accusing him of profiting from it?	0
"@USER Biden successfully plagiarized to get ahead in his political career. He is the poster boy of the Dregs of society"". VOTE dems out in November."""	0
"2/2 More from Mark Judge,Kavanaugh's bro:liberals are trying to take our fun away... Brent Musburger can’t call a hot girl hot... Obama wants to outlaw guns because it’s all about the children.The children,the children...No one can belch because of the f*cking children"" URL"	0
@USER EAT MY ASS OH MY GOD YOU BETTER BE LYING	1
@USER @USER Things had Become Easy For  Liberals During The Obama Administration (Liberals are Screaming: DAMN TRUTH I mean TRUMP)!	1
"@USER ATTENTION! @USER is publicizing a list of ANTIFA TARGETS comprised of Trump supporters. Some are high profile names, but MANY are everyday Trump supporters. Please report him to Twitter. They still have NOT suspended his account. Check out his Lists""."""	0
"@USER PHOOEY! It wasn't about stepping forward"" it was about @USER helping @USER wield a crude sharp axe on the UK's poor and vulnerable. He is a total hypocrite and fraud in a stupid affected style hat."""	1
@USER Would you rather name your next kid - if it's a boy - Dominique or Matthew?	0
@USER could b ebola too same symptoms	0
"@USER Fighting for the oppressed""? Puleeeze"""	0
@USER @USER Well he's a liberal so that explains it. Who knows the shooter may be a liberal as far as he knows. Liberals are very hateful violent people and must be defeated!	1
@USER Goodness. Your wife and ex-gf were both sexually abused? You liberals are into some weird stuff URL	0
@USER @USER @USER @USER Dont tell me she is at it again	0
@USER @USER @USER @USER @USER European liberals and conservatives must stand together against populism.	0
@USER @USER The timing is too convenient. She is a paid liar.	1
@USER @USER Right on!  Time to stop this BS nonsense from the left. Time to prosecute antifa members as domestic terrorists as well.	0
@USER @USER @USER She is an alt-left crazy and was discredited by numerous women. All you dems have left is lies. Her name is DR. LIAR.	1
"@USER @USER Principled conservatives"" are a rogues gallery of NeverTrumpers who were not at all uncomfortable with the idea of HRC winning the 2016 presidential election. In fact, some of them voted for her."""	0
@USER He is a moron	1
@USER @USER @USER @USER @USER @USER @USER Love her she is beautiful 💞💖💕💜💛💓 💚	0
@USER Ohh.. the liberals are fighting 🍿	0
@USER @USER thats really hard hitting stuff! why not grill him on how his party along with the @USER  bought AUSTERITY not for the rich but for the poor the sick and disabled and ask if they are STILL feeling the efects? oh no you wont @USER TORY RUN media!	0
@USER Aim higher!	0
@USER @USER @USER Clearly you are right about flaws but why are there DOO trains on this route and RMT are striking on SWR where there are guards — they have obviously agreed to the DOO principle so cannot understand the striking	0
@USER Agreed. If she is telling the truth. And thats a mighty BIG IF.  I was sexually assaulted over 35 years ago and remember everything about the incident. Everything.	0
#TwitterShouldBe a place where everyone can have a voice- including conservatives. Less shadow-banning and throttling of conservative accounts - #FreedomOfSpeech  #Throwback #BenGarrison #cartoon  URL URL	0
@USER Lmfaoo! 😭 bitch	1
@USER It’s amazing that when things pertain to conservatives it’s guilty until proven innocent. Where is the Justice when lawless acts perpetrated by the left get ignored?	0
@USER Yeah this series only has 3 books. I got the sword art online novels too and some other mangas	0
.@USER come pick your girlfriend. She is shifting permanently😂😂 URL	0
@USER He is so beautiful there.	0
@USER Have you looked in any ANTIFA recruitment centers? Welfare offices? Maybe in one of those tents in CA? Just a thought	0
@USER Anyone have tabs on Asia Argento? #metoo	0
@USER I see boobs lol 😂😜😘😇	1
@USER @USER @USER She is talking about herself dude...ignored.	1
@USER If It could that shit would be talking to you like BUTCH NOO YOU ALREADY KNOW HE A FUCK BOII BYE	1
-found out there's more gun control you can't do mass murder in schools or theatres on Oct 21 has anyone done this joke yet	1
@USER @USER She is Epitome of how low the left goes! Sewers dont go that low!! People #WalkAway!!	0
"@USER @USER URL a high-tech lynching for Uppity (Republican) Blacks'"" is fine, but raping women by liberals?' ""THEY ALL DO IT” including Bill Clinton."""	1
"This Day in Liberal Judicial Activism—September 17""  URL #TCOT #MAGA #RedNationRising"""	0
@USER I ain’t fucking w/u today lol	1
@USER He’s a DA. Someone educate him he’s in the South now	0
@USER @USER @USER you are a sexy perverse woman😍😍😍😋😋😋😉😉😈	1
"@USER She is like one of those bag ladies"" you see on the street or a bus, mumbling, cursing out loud, talking to herself or anyone that will listen. Please, GO AWAY! URL"	0
@USER Smearing Supreme Court Justices now?   What's next for the ultra-left nazis liberals.	0
@USER @USER Ciara has stopped me from doing so much dumb ass shit god bless that woman	1
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Hahahaha That was like a vacation with a bunch of liberals. Oops 😬	0
This y’all king? #maga URL	0
@USER @USER @USER Yes we need gun control. It is out of control!	0
@USER He didn't break shit.all he did was make himself look more foolish than normal	0
"@USER And that's when you say:  Well I wanted to take care of you, but if you're going to make that impossible, I guess you are on your own.  I think I'll have a steak."""""	0
Lethargic voters get what they deserve! Aggressive voters MAGA URL	1
"@USER I've done a thing on immigration, states' rights,  and gun control"" but no one had input. Lol  To be fair, I should do it in a better setup than a Twitter thread though."""	0
@USER Love the liberals that Troll Ann Coulter.	0
@USER Real victims of sexual assault/harassment see how liberals are politicizing this horrendous act of betrayal. It makes me so angry. I was a victim. But not to remember details? I call BS. PTSD still effects me to this day 42 years later &amp; 20+ yrs of counselling. Ask my husband.	0
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Charts by David Webster's briefings on benefit sanctions   (Nov 2013 to Sept 2018) URL	0
@USER @USER It takes a 2sec Google search to see who this accuser is - I'll help the mindless uneducated liberals . URL	1
"@USER @USER @USER @USER I have indeed.A watered down needy statement. Not the robust condemnation in no equivocal terms one would expect. It begins with We note with disappointment..."" Such a diluted response suggests one thing: fear of the #Tories who clearly show no gratitude for your help &amp; support."""	0
@USER Ive judged that the old woman is an anti semite and Joan Ryan is right.  You are playing semamtics.  Youre a disgrace.	1
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER You are way too generous	0
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Liberals know the truth. Here is an example. Obama's numbers from his presidency. URL	0
@USER =  British Biased Corporation News  Blatantly Backing Conservatives News URL	0
@USER @USER @USER Fucking glory hunters	1
@USER @USER But he is a dildo!	1
100% correct URL	0
Americans are a people of the creed; a family in faith; formed by an idea and united in defense of the singular concept of liberty. #WWG1WGA #MAGA URL	0
@USER @USER I know this is most likely a fake profile set up 2 get conservatives unhinged so this nut can report them. Just had 2 get that off my chest!	0
@USER @USER This is super underrated	0
@USER I don't think you know what you're advocating for. And you certainly don't know that saying what you said leads to a bunch of shit you probably wouldn't like whether that's what you meant or not.	0
"@USER @USER Awesome! Every antifa should go through this Initiation""😜"""	0
@USER @USER We need gun control😆 Liberals should not have access to guns. They are not mentally stable. This must stop😆	0
@USER @USER @USER @USER @USER  Who is Flake? If Flake wants to be someone &amp; heard stand for Senate race!	0
@USER im sure you are not :((	0
@USER That's the plan for next summer actually. We need it for shade and I was thinking that could be a fun side project.	0
@USER @USER You can listen to it on the Dana Show podcast!	0
Mueller proves the judicial system is weaponized.  Democrat special councils only charge Republicans.  So if we play the game then Republican special councils should charge Democrats.  Right!   Balls in your court Republicans.   MAGA URL	1
@USER Definitions for liberals: Dangerous = Exculpatory. More 🤡’s	0
@USER And I meant gun control ! Lol and oops !	0
"@USER @USER Just because he is the elected president "", doesnt mean he has earned it. When he start serving the people of his country, then by all means.....it shall be well desrerved. When you serve thos who you have hiding in your pocket, give me a break. You can keep YOUR commander."""	1
@USER Liberals at there lowest	0
@USER She is soooo pretty!!!!!!	0
@USER @USER @USER Damn right.  URL URL	0
@USER Go crash another plane.	1
@USER Excuse you. She is the best. She just wants to hang.	0
@USER And people still buy their shit. Why?	1
@USER @USER @USER @USER @USER @USER They coming. URL	0
@USER She is not wrong tho. Some Tunisians look like Italians	0
@USER He has the msm covering up	0
@USER As a member of antifa? ;)	0
@USER @USER OMG !!!! Really !!! #FrankOz ... Liberals ruins Everything ... #DefundPBS..	1
@USER Need gun control to many	0
@USER @USER @USER You say she is your kind of woman. Why don't you do that with the Quran? I would say then that you are my kind of woman.	0
@USER Irresponsible for KTVU to stoke the hateful words that our demented Governor disrespectfully spews about the POTUS. Some people think that Jerry Brown is criminally liable for many of his actions as well. He is responsible for 10's of thousands of Oakland residents displacement.	0
@USER Happy Birthday to Hyunjea i love you you are very beautiful ... #THE_BOYZ #HYUNJAE #더보이즈 #현재	0
@USER @USER @USER So many issues facing Australian voters but the single obsession of Australian Conservatives is bullying transgender children... URL	1
@USER Gupta. You are a dreamer. 7 years cannot be compared to a telephone call that lasted for 35 minutes. I didnt want you to testify in the State Capture inquiry. You are moving according to our plan now. Remember 7 years of planning and calculating all the dots.	0
@USER As well he should! These people are the DREGS OF SOCIETY - NOT THE PRESIDENT'S SUPPORTERS! At least we didn't try to stage a coup d'etat!  #QAnons #GreatAwakeningWorldwide #JoeBiden #MAGA	1
@USER She doesn’t want to play to other children or adult unless she lives with them. She help everyone in the house whatever task there is to do. She speaks clearly and turning 2 this September. Her excuse always when there’s a guest in the house she is shy. No one influenced her.	0
@USER liberals have turned everything into a 3 ring circus.	0
@USER @USER @USER @USER @USER No we don’t! There has been videos of Trump supporters blocking kkk and sending them away! We don’t accept racism. He said “There are fine people on both sides”. That includes antifa but go ahead and pick and choose your information.	1
@USER Not here ...   #MAGA 🇺🇸🙏🇺🇸 #WWG1WGA 🇺🇸👊🇺🇸	0
@USER @USER Liberals didn't give Juanita Broderick a chance to be heard or Keith Ellison's accuser. Can't have it both ways.	0
@USER But not long ago the same Ray went off on a follower (who quite possibly pays for his services) for pointing out a guy (don’t remember who) for getting injured again. You guys pay this assholes bills	1
@USER @USER @USER It’s not my fault you support gun control	0
@USER It is 😭 you get to see a good game and niggas working 🤷🏻‍♀️	1
@USER @USER Just saw it. Still vague though. He does not confirm if he is done or not though.	1
@USER @USER Liberals  wouldn’t know the first thing about “doing the right thing” 🤣🤣🤣🖕🏼🖕🏼🖕🏼🖕🏼🖕🏼	1
@USER She is 😭	0
@USER We shouldn’t be surprised. These same pigs worked with neonazis to unmask antifa protestors. And the local coverage by shit journos like @USER didn’t cover that AT ALL. We had to rely on @USER for investigative coverage URL	1
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Followed all Patriots. Please follow back. #MAGA 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸	0
@USER @USER @USER then you are a fool too	1
@USER Time for Canadians to let all liberals if no Trade deal in two months no vote for any liberal MP! Make that our red line. It  makes NO sense Trump has been able to secure Trade Deals around the world but Canada! Obvious to anyone with a Brain failure is Trudeau! He has failed!	1
@USER She can never said no to prove to her fans and gram she is working hard.	0
@USER @USER All he is missing are the inmate number	1
@USER Do we get to choose which women go first?	0
@USER Ohh shit 😦	1
@USER It’s about time. A civilised nation needs tougher gun control. Man only backwards countries don’t	0
#GUNCONTROL advocates must STOP falling all over themselves to assure electorate that they too love the HORRIFIC 2A URL	0
@USER @USER I thought the red hat was a MAGA hat until I saw the maple leaf.	0
@USER Conservatives just keep doubling down on being terrible people.	1
@USER You are an absolute dick 😡	1
@USER @USER @USER I don't even understand what you are saying. Wow.	0
@USER Horseshit	0
@USER @USER @USER God forbid construction workers would be able to earn a decent wage. Liberals want the working class poor and quiet.	1
@USER Serena not upset for losing. She is upset because Penalty given the her that men’s tennis does same action but not penalized.	0
@USER Or Christian conservatives could man up and do whatever it takes to win.	0
"@USER side note: I'm always amazed when conservatives say Y'know America's X(culture/institution/etc) isn't perfect, but it's better than *the entire rest of the world*"" Like, really Tucker? You've examined every other justice system in the world and determined ours to be the best?"""	0
@USER @USER Sleazy and greasy!!!	1
@USER @USER YOU ARE WELCOMEEEE! I also love your other song! You deserve an Island :D	0
@USER this is rei from evangelion concept/design by @USER 😭😍	0
@USER @USER #Antifa members	0
@USER Omg! You are the first person I’ve seen complain about this other than my husband.	0
@USER Which is why it’s awesome that Kavanaugh didn’t shake that gun control dads hand.  Sorry for kid was killed by a gun but it’s not the future judges fault it happened...... omg white people in cities are silly	1
@USER @USER @USER @USER He's having a go at people who love David Gilmour but who think Roger Waters is a bit of a dick... Obviously.	1
@USER @USER Where does Mrs May get her 'cunning plans' from? URL	0
@USER Gee I wonder why? Thank you Trudeau/Butts/Telford for killing Ontario's auto industry. Using Trump Derangement Syndrome fed by our deranged MSM to try to win the next election. Zero seats for Liberals! Defund the CBC!	0
@USER @USER Get her in Washington on Monday. America first MAGA	0
@USER @USER She was on the 81st floor of the North Tower. She is an example of the fraud perpetrated by Red Cross.  They raised an enormous amount of money and then didn’t dispense it to those in need like this woman.	0
@USER Nope. I won’t trade him he is to much fun. Plus we can’t spell HOPE without him	0
@USER @USER I think we can get the picture in that one 😢😢	0
@USER Guess you are going to ignore what karmys are asking...  💀💀💀	0
@USER Looks Like The Jokes On Liberals Again.  #FortTrump #Poland #BoomingEconomy URL	0
@USER Either way we have your back. Don't be thinking that you are dealing alone out here.	0
@USER The epitome of class. A big fat class.	1
@USER We’re super excited to have him! He is now on board for the #HadexIncursion	0
@USER You ready for crazy ass racing tomorrow???	1
@USER @USER @USER Hahah can you ask her do the same with other books bible or quran??? Then you will see.. May be she is part of urban naxal	0
@USER #Man'sNotBarryRoux you are goggle due you dig information ga o flake🙄🤔🤔🙄😁😁	0
"@USER this pesky"" first amendment only applies to the radical left when it's there opinion. Otherwise they become very violent when others attempt to speak. Look to the campus's and ANTIFA for proof."""	0
"@USER I am trying to make a point. Many people who hate the liberal and ndp party are conservatives. And all conservatives care about is money. They don't have to ruin the environment and discriminate against others because of money"""""	0
@USER The deceit of liberals.	0
@USER @USER What about the game clincher. He beat the receiver by 5 yards yet the ball was long by 4 yards. Game was over if that catch happpen. He gives us another dimension. He is a problem when we align 4 receivers and audible to a run.	0
@USER @USER @USER There is no such thing. Where is this fascist left? ANTIFA are anarchists. They are not socialists or Democrats. You folks on the right embrace Authoritarianism and fascism. Look at Trump. He attacks all our institutions and the rule of law and fluffs Putin.	1
@USER @USER @USER I have been thinking about it and it's not inconceivable that someone was trying to meddle with people's minds regarding gun control. I am double-minded about the use of arms because I am a peacemaker. Shoot once and you could start a big war. &gt;2	1
@USER It’s so weirdly vicious and bitter to extrapolate from ‘everyone should have access to decent healthcare’ to ‘Liberals think all criminals should be free.’  It reveals a pretty brutalist and impenetrable mind.	1
@USER @USER FASCISTS OF THE FUTURE WILL CALL THEMSELVES ANTI FASCIST.  ANTIFA COMES TO MIND.	1
"#ThursdayThoughts  I wonder how many liberals would take the word of a woman that accused their husband, son, dad of groping"" 36 years ago?  A BIG FAT ZERO!  We can not allow people 2 destroy any man's life without 100% proof they were violated.  It's a tactic, not the TRUTH. URL"	0
@USER Gutierrez you’re such a liar that’s all you guys are good for	1
@USER have we become angels?? BEST	0
@USER He’s a disgrace to his party and all he claims to stand for. He’s not on the side of conservatives. He just wants to make a name for himself and anybody’s cost.	1
@USER @USER Conservatives are notoriously gullible. I use wanted to make sure you knew.	0
@USER Love it! He's giving you a heads up that he is the most important living creature in a 10 mile radius !!🐾🤣	0
@USER I`m with you JR.She is nothing.Don`t waste your time on human waste!	1
@USER @USER The burden of proof is on Ford. She should put up or shut up. She is not credible by any stretch.	1
@USER @USER @USER Such as?  Cable?  He got snapped up pretty quick after he was fired.  Not saying he is a good coach but people in the league obviously think so	0
@USER @USER @USER bullshit. I live in NH. My daughter goes to school in Cali. She is considered a non-resident. THis is clearly a move to fraud the citizens of NH	1
@USER @USER Several of the western liberals are not too happy with national focus of Saudi.	0
@USER @USER He shot himself in a gun free zone.  So much for gun control laws	0
@USER Straight up different.  Thank Joe Biden for that one.  I also wonder the outcome if her name had been Antifa Hill.	0
@USER @USER @USER i told u that wont work.  there will be another CCP. if the GOP collapses and becomes a rump party the liberals will grow until the democratic party splits in the middle into conservative tendency democrats and liberal tendency democrats.	0
"@USER @USER Well, see, if I start talking at Dana about sensible gun control laws and she ignores me (or calls me a tragedy dry-humping whore"" as she did @USER then we aren't having a conversation. I'm just talking into the void."""	1
@USER What would this line putz know about what conservatives think?	0
@USER @USER Irony alert. Didn’t the @USER under Thatcher sell of most of the council house stock and now they are trying to replace it. What a joke these people are	0
@USER your dog — she is sooo unique and adorable 😘💕	0
@USER Do you think if we let the ECB handle Brexit &amp; the Conservatives handle this new tournament they might actually make less of a mess of them both?	0
@USER He is 🤗	0
@USER When will people support Gun control? That's more important. Don't you care about humans life? No	0
Courageous!  👍👏👏  Now she'd better get out of there before she's charged with a hate crime.   #MAGA #BuildTheWall #LockThemAllUp  #FixIt URL	0
@USER I'll be looking for you on here election night...make sure you are on Twitter.	0
@USER @USER @USER @USER @USER @USER @USER Are you a major figurehead in Antifa or just identify as one?	0
"Thinking about the Student-Loan Crisis""  URL #TCOT #MAGA #RedNationRising"""	1
INTERRUPTING HIS HEARING AT EVERY TURN! BUT THATS OK HE IS A MAN AND CAN TAKE IT! AT LEAST HE WILL REMEMBER WHO WHAT WHEN AND WHERE HE WAS! AFTER THIS KAVANAUGH WILL HAVE DEFINITELY EARNED HIS STRIPES TO SCOTUS!  MAGA!	1
14. how kind she is	0
@USER I wouldn't be surprised.	0
@USER Fudge report...then apparently she is not a socialist as you and your kind label her and is a successful capitalist but with much higher morals and opportunities for society. You have the dumbest followers.	1
@USER YOU ARE THE REAL DISNEY PRINCESS	0
"@USER Now you understand why we on the right dont budge on gun control. It's not to protect range day""."""	0
Anyone have any guesses as to what @USER @USER &amp; @USER will lie about this week?? A) The world is ending Friday B) Give me all your money &amp; I'll triple it by tomorrow C) @USER knows everything - just listen to her D) #MAGA	1
#Tories #Labour #GE2017 #Conservatives Conservatives URL long-term approach has a number of advantages including the ability to work with our supply chain and landowners to build more homes.  🗨️ Paul Hackett, Chief Executive… URL	0
#TimesUpTwitter Pro-Life Organization President Slams Twitter for Bias URL #Newsmax via @USER	0
@USER @USER best lead @USER &amp; @USER most underrated	0
@USER Should I name all the reasons? URL	0
@USER What ad hominem. He is paid by the e cigarettes industry. In what universe people tend to be neutral when it gets to their paycheck. Get anything out there and it will be cited. Not everybody knows the truth about people motivations. Welcome to planet earth when money talks	0
@USER need more ladies to spread out their pussy's  on cam 😍	1
@USER And why report this garbage.  We don't give a crap.	1
@USER @USER @USER What Bhagwat tells shakha minions and what he says to rest of the world are two different things. Sanghi goons will keep on raping and killing but the stupid liberals will think sanghis are ' not that bad'. Don't get taken in by his lies else next 5 years India will disappear.	1
"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Yes they can, Dickey Amendment  ""None of the funds made available in this title may be used, in whole or in part, to advocate or promote gun control, the provision states.""  They can research all they want, they just have to stay out of politics around gun control."""	0
@USER You just justified their not only using violence but the instigating it. What if I use a similar justification and say they hate Americas and wish to violate my to rights. End Antifa and its ideology and end people trying violate my rights and destroy my country	0
@USER @USER @USER @USER have become the party of “the Sky is falling” and “we are all going to die”.  What a sad bunch.	1
@USER He’ll no!!!! It’s all about creating New Democratic Voters!!	0
@USER @USER Or we can go @USER 's route and NOT believe any accusations levied against conservative because conservatives are such saints.	0
"@USER Omg xD The worst (or the best, in my case is the best cuase it made me laught) part was her asking is he dead? does that hurts? poor thing..."" and the rest standin there like ""....nope he is no suffering"" ""so he is dead!"" ""...yeah, pretty dead"""""	0
@USER *as fuck. Not ass fuck. Although conservatives are fucking us all up the ass right now.	1
@USER @USER @USER s without even explaining yourself which makes me wonder why you think you are thinking logically. Again: I don’t take my news from Orban. You assumed that twice now which makes me believe you take your news from your favourite politicians. If you read any news apart from what Ow	0
@USER This is ridiculous...UNBELIEVABLE !!! So this fine young man is now dead because of a stupid reason .... come on !!!!! Gun control is the solution y'all so many innocent people got killed because of guns😡😡😡 This has to stop	1
@USER So what I read was gun control doesn’t work and CA politicians are working against Californians sounds about right	0
